,customer_id,Customer_Full_Name,country,rating,Genre,rental_rate,rental_duration,inventory_id,film_id,staff_id,Employee_full_Name,Actor_Full_Name,movie_title,rental_id,rental_date,return_date,store_id,payment_id,payment_amount,Revenue,Sales_Rating
227,228,ALLISON STANLEY,Cambodia,PG-13,Foreign,4.99,6,1999,435,2,Jon Stephens,SANDRA KILMER,HOTEL HAPPINESS,492,2005-05-28 00:24:58.000,2005-05-28 22:34:58.000,2,6134,4.99,29.94,Above Average
228,229,TAMARA NGUYEN,Brazil,R,Comedy,0.99,4,1085,242,1,Mike Hillyer,CAMERON STREEP,DOOM DANCING,2200,2005-06-18 01:59:16.000,2005-06-26 23:25:16.000,1,6161,4.99,3.96,below average
229,230,JOY GEORGE,Romania,PG-13,Sci-Fi,0.99,5,3832,839,1,Mike Hillyer,VAL BOLGER,STALLION SUNDANCE,32,2005-05-25 04:06:21.000,2005-05-25 23:55:21.000,1,6186,0.99,4.95,below average
230,231,GEORGIA JACOBS,India,PG-13,Animation,4.99,3,2659,583,1,Mike Hillyer,FRED COSTNER,MISSION ZOOLANDER,329,2005-05-27 01:57:14.000,2005-05-31 04:19:14.000,1,6219,5.99,14.97,below average
231,232,CONSTANCE REID,Nigeria,PG-13,Animation,4.99,5,4068,887,1,Mike Hillyer,KIRSTEN PALTROW,THIEF PELICAN,28,2005-05-25 03:42:37.000,2005-05-26 09:26:37.000,1,6245,4.99,24.950000000000003,Above Average
232,233,LILLIE KIM,Egypt,R,Sci-Fi,2.99,5,636,138,2,Jon Stephens,GINA DEGENERES,CHARIOTS CONSPIRACY,1992,2005-06-17 10:58:53.000,2005-06-19 08:42:53.000,2,6270,2.99,14.950000000000001,below average
233,234,CLAUDIA FULLER,Kuwait,G,Sports,4.99,3,1172,260,2,Jon Stephens,SANDRA PECK,DUDE BLINDNESS,1125,2005-05-31 17:23:44.000,2005-06-01 15:02:44.000,2,6293,4.99,14.97,below average
234,235,JACKIE LYNCH,Colombia,NC-17,Sports,2.99,6,2195,474,2,Jon Stephens,CARMEN HUNT,JADE BUNCH,807,2005-05-29 18:50:50.000,2005-06-03 18:36:50.000,2,6319,2.99,17.94,Above Average
235,236,MARCIA DEAN,Philippines,NC-17,Action,2.99,6,4261,927,2,Jon Stephens,ANNE CRONYN,UPRISING UPTOWN,262,2005-05-26 15:46:56.000,2005-05-28 15:49:56.000,2,6344,2.99,17.94,Above Average
236,237,TANYA GILBERT,South Korea,G,Animation,0.99,7,399,89,2,Jon Stephens,CUBA OLIVIER,BORROWERS BEDAZZLED,133,2005-05-25 21:48:30.000,2005-05-30 00:26:30.000,2,6386,0.99,6.93,below average
237,238,NELLIE GARRETT,India,PG,Games,4.99,3,2847,624,2,Jon Stephens,WALTER TORN,NIGHTMARE CHILL,315,2005-05-26 23:12:55.000,2005-05-29 23:33:55.000,2,6419,4.99,14.97,below average
238,239,MINNIE ROMERO,Indonesia,G,Animation,4.99,6,2346,510,2,Jon Stephens,JOE SWANK,LAWLESS VISION,8,2005-05-24 23:31:46.000,2005-05-27 23:33:46.000,2,6440,4.99,29.94,Above Average
239,240,MARLENE WELCH,Japan,PG-13,Family,2.99,5,2829,621,1,Mike Hillyer,KIRK JOVOVICH,NETWORK PEAK,246,2005-05-26 13:57:07.000,2005-05-29 10:12:07.000,1,6474,2.99,14.950000000000001,below average
240,241,HEIDI LARSON,China,PG,New,4.99,4,425,93,1,Mike Hillyer,RIP CRAWFORD,BRANNIGAN SUNRISE,627,2005-05-28 17:04:43.000,2005-06-04 19:58:43.000,1,6500,7.99,19.96,Above Average
241,242,GLENDA FRAZIER,China,R,Family,2.99,5,3289,724,1,Mike Hillyer,JODIE DEGENERES,REMEMBER DIARY,108,2005-05-25 18:30:05.000,2005-05-30 19:40:05.000,1,6534,2.99,14.950000000000001,below average
242,243,LYDIA BURKE,Argentina,R,Documentary,4.99,4,3342,734,1,Mike Hillyer,HELEN VOIGHT,ROAD ROXANNE,188,2005-05-26 05:47:12.000,2005-05-26 23:48:12.000,1,6566,4.99,19.96,Above Average
243,244,VIOLA HANSON,Philippines,PG,Family,4.99,7,638,139,2,Jon Stephens,TOM MIRANDA,CHASING FIGHT,592,2005-05-28 13:21:08.000,2005-05-29 16:55:08.000,2,6590,4.99,34.93,Above Average
244,245,COURTNEY DAY,South Korea,PG-13,Foreign,2.99,7,3299,726,2,Jon Stephens,CHRISTIAN AKROYD,RESERVOIR ADAPTATION,79,2005-05-25 12:11:07.000,2005-06-03 10:54:07.000,2,6622,4.99,20.93,Above Average
245,246,MARIAN MENDOZA,Brazil,PG-13,Children,4.99,3,212,48,1,Mike Hillyer,CHRISTIAN AKROYD,BACKLASH UNDEFEATED,124,2005-05-25 20:46:11.000,2005-05-30 00:47:11.000,1,6654,6.99,14.97,below average
246,247,STELLA MORENO,Mexico,PG-13,Documentary,4.99,6,984,219,1,Mike Hillyer,TIM HACKMAN,DEEP CRUSADE,189,2005-05-26 06:01:41.000,2005-05-27 06:11:41.000,1,6677,4.99,29.94,Above Average
247,248,CAROLINE BOWMAN,United States,PG,Documentary,4.99,5,1536,336,2,Jon Stephens,ED CHASE,FRENCH HOLIDAY,330,2005-05-27 02:15:30.000,2005-06-04 05:09:30.000,2,6699,7.99,24.950000000000003,Above Average
248,249,DORA MEDINA,China,R,Action,4.99,5,3828,838,2,Jon Stephens,KARL BERRY,STAGECOACH ARMAGEDDON,316,2005-05-26 23:22:55.000,2005-05-29 23:25:55.000,2,6714,4.99,24.950000000000003,Above Average
249,250,JO FOWLER,Nigeria,G,Action,4.99,7,4210,915,1,Mike Hillyer,BURT DUKAKIS,TRUMAN CRAZY,61,2005-05-25 09:01:57.000,2005-06-02 07:22:57.000,1,6737,5.99,34.93,Above Average
250,251,VICKIE BREWER,Germany,PG-13,Sci-Fi,2.99,4,2069,449,1,Mike Hillyer,SANDRA KILMER,IDENTITY LOVER,264,2005-05-26 16:00:49.000,2005-05-27 10:12:49.000,1,6757,2.99,11.96,below average
251,252,MATTIE HOFFMAN,United Kingdom,G,Drama,4.99,4,819,179,1,Mike Hillyer,MATTHEW JOHANSSON,CONQUERER NUTS,707,2005-05-29 03:18:19.000,2005-05-30 02:45:19.000,1,6788,4.99,19.96,Above Average
252,253,TERRY CARLSON,Japan,PG-13,Drama,4.99,6,4330,944,1,Mike Hillyer,DAN TORN,VIRGIN DAISY,566,2005-05-28 09:51:39.000,2005-06-05 09:35:39.000,1,6810,6.99,29.94,Above Average
253,254,MAXINE SILVA,Brazil,G,Sports,0.99,4,2877,631,1,Mike Hillyer,KARL BERRY,NOVOCAINE FLIGHT,183,2005-05-26 05:01:18.000,2005-06-01 09:04:18.000,1,6839,2.99,3.96,below average
254,255,IRMA PEARSON,Philippines,NC-17,Animation,2.99,7,1000,223,1,Mike Hillyer,TOM MCKELLEN,DESIRE ALIEN,1235,2005-06-15 04:31:28.000,2005-06-22 10:08:28.000,1,6871,2.99,20.93,Above Average
255,256,MABEL HOLLAND,Myanmar,NC-17,Music,4.99,4,1257,278,1,Mike Hillyer,CAMERON WRAY,ELF MURDER,51,2005-05-25 06:49:10.000,2005-05-26 06:42:10.000,1,6889,4.99,19.96,Above Average
256,257,MARSHA DOUGLAS,Mozambique,PG-13,Sci-Fi,2.99,5,327,73,2,Jon Stephens,GOLDIE BRODY,BINGO TALENTED,139,2005-05-25 23:00:21.000,2005-05-29 17:12:21.000,2,6919,2.99,14.950000000000001,below average
257,258,MYRTLE FLEMING,Dominican Republic,G,Travel,2.99,7,2777,609,1,Mike Hillyer,SEAN WILLIAMS,MUSCLE BRIGHT,1743,2005-06-16 16:38:10.000,2005-06-17 13:13:10.000,1,6956,2.99,20.93,Above Average
258,259,LENA JENSEN,India,PG,Action,2.99,4,4540,991,2,Jon Stephens,PARKER GOLDBERG,WORST BANGER,722,2005-05-29 05:30:31.000,2005-06-06 04:51:31.000,2,6980,6.99,11.96,below average
259,260,CHRISTY VARGAS,China,G,Sports,4.99,3,1174,260,1,Mike Hillyer,SANDRA PECK,DUDE BLINDNESS,1101,2005-05-31 14:13:59.000,2005-06-07 15:49:59.000,1,7013,8.99,14.97,below average
260,261,DEANNA BYRD,Philippines,PG-13,Travel,4.99,7,1584,347,1,Mike Hillyer,JULIA MCQUEEN,GAMES BOWFINGER,12,2005-05-25 00:19:27.000,2005-05-30 05:44:27.000,1,7044,4.99,34.93,Above Average
261,262,PATSY DAVIDSON,Ecuador,R,Action,4.99,3,2305,501,2,Jon Stephens,TOM MCKELLEN,KISSING DOLLS,984,2005-05-30 22:17:17.000,2005-06-01 20:15:17.000,2,7070,4.99,14.97,below average
262,263,HILDA HOPKINS,Philippines,NC-17,Music,4.99,5,1283,284,1,Mike Hillyer,VIVIEN BERGEN,ENEMY ODDS,97,2005-05-25 16:34:24.000,2005-05-28 12:13:24.000,1,7098,4.99,24.950000000000003,Above Average
263,264,GWENDOLYN MAY,Japan,NC-17,Sci-Fi,0.99,3,2855,625,2,Jon Stephens,WOODY HOFFMAN,NONE SPIKING,1165,2005-06-14 23:16:27.000,2005-06-20 02:40:27.000,2,7127,3.99,2.9699999999999998,below average
264,265,JENNIE TERRY,Czech Republic,R,Drama,0.99,7,1744,379,2,Jon Stephens,JENNIFER DAVIS,GREEDY ROOTS,74,2005-05-25 11:09:48.000,2005-05-26 12:23:48.000,2,7152,0.99,6.93,below average
265,266,NORA HERRERA,Austria,NC-17,Children,0.99,4,2275,491,1,Mike Hillyer,ELVIS MARX,JUMPING WRATH,86,2005-05-25 13:36:12.000,2005-05-30 14:53:12.000,1,7181,1.99,3.96,below average
266,267,MARGIE WADE,China,PG-13,Comedy,4.99,5,139,28,2,Jon Stephens,MILLA KEITEL,ANTHEM LUKE,91,2005-05-25 14:57:22.000,2005-06-01 18:32:22.000,2,7209,6.99,24.950000000000003,Above Average
267,268,NINA SOTO,India,PG-13,Animation,2.99,6,2802,615,1,Mike Hillyer,JUDY DEAN,NASH CHOCOLAT,1394,2005-06-15 16:17:21.000,2005-06-21 20:44:21.000,1,7245,2.99,17.94,Above Average
268,269,CASSANDRA WALTERS,United States,PG-13,Horror,0.99,4,3995,870,2,Jon Stephens,JESSICA BAILEY,SWARM GOLD,7,2005-05-24 23:11:53.000,2005-05-29 20:34:53.000,2,7274,1.99,3.96,below average
269,270,LEAH CURTIS,Poland,R,Sports,0.99,3,3900,851,1,Mike Hillyer,DAN HARRIS,STRAIGHT HOURS,193,2005-05-26 06:41:48.000,2005-05-30 06:21:48.000,1,7304,1.99,2.9699999999999998,below average
270,271,PENNY NEAL,India,G,Sports,2.99,3,1066,237,1,Mike Hillyer,CHRISTIAN NEESON,DIVORCE SHINING,1096,2005-05-31 13:30:49.000,2005-06-09 13:53:49.000,1,7329,8.99,8.97,below average
271,272,KAY CALDWELL,China,R,Sci-Fi,0.99,6,1681,367,1,Mike Hillyer,SANDRA KILMER,GOLDMINE TYCOON,33,2005-05-25 04:18:51.000,2005-05-27 03:58:51.000,1,7347,0.99,5.9399999999999995,below average
272,273,PRISCILLA LOWE,Mexico,G,Comedy,2.99,7,2908,638,2,Jon Stephens,CHRISTIAN AKROYD,OPERATION OPERATION,122,2005-05-25 19:46:21.000,2005-06-02 19:07:21.000,2,7367,3.99,20.93,Above Average
273,274,NAOMI JENNINGS,India,R,Sci-Fi,2.99,5,633,138,1,Mike Hillyer,GINA DEGENERES,CHARIOTS CONSPIRACY,147,2005-05-26 00:17:50.000,2005-05-29 23:21:50.000,1,7402,2.99,14.950000000000001,below average
274,275,CAROLE BARNETT,United States,PG-13,Documentary,2.99,6,1811,393,2,Jon Stephens,ED CHASE,HALLOWEEN NUTS,336,2005-05-27 03:15:23.000,2005-05-29 22:43:23.000,2,7437,2.99,17.94,Above Average
275,276,BRANDY GRAVES,United States,NC-17,Games,0.99,4,3689,807,1,Mike Hillyer,RALPH CRUZ,SLEUTH ORIENT,736,2005-05-29 08:10:07.000,2005-06-05 10:21:07.000,1,7467,3.99,3.96,below average
276,277,OLGA JIMENEZ,Nigeria,NC-17,Sports,2.99,5,187,42,2,Jon Stephens,ED CHASE,ARTIST COLDBLOODED,308,2005-05-26 22:01:39.000,2005-06-04 20:24:39.000,2,7495,6.99,14.950000000000001,below average
277,278,BILLIE HORTON,Turkey,G,Action,4.99,4,4412,964,1,Mike Hillyer,JOE SWANK,WATERFRONT DELIVERANCE,1092,2005-05-31 12:15:57.000,2005-06-03 15:39:57.000,1,7527,4.99,19.96,Above Average
278,279,DIANNE SHELTON,Iran,PG-13,Documentary,0.99,7,3917,855,1,Mike Hillyer,SANDRA KILMER,STREAK RIDGEMONT,979,2005-05-30 21:37:11.000,2005-06-08 00:24:11.000,1,7553,2.99,6.93,below average
279,280,TRACEY BARRETT,Nigeria,NC-17,Travel,4.99,6,766,167,1,Mike Hillyer,CAMERON WRAY,COMA HEAD,1014,2005-05-31 02:39:16.000,2005-06-01 06:03:16.000,1,7584,4.99,29.94,Above Average
280,281,LEONA OBRIEN,China,G,Drama,2.99,6,4384,958,2,Jon Stephens,NICK WAHLBERG,WARDROBE PHANTOM,650,2005-05-28 19:45:40.000,2005-05-29 21:02:40.000,2,7611,2.99,17.94,Above Average
281,282,JENNY CASTRO,Puerto Rico,G,Games,0.99,7,1780,387,2,Jon Stephens,BURT DUKAKIS,GUN BONNIE,48,2005-05-25 06:20:46.000,2005-06-02 05:42:46.000,2,7625,1.99,6.93,below average
282,283,FELICIA SUTTON,China,PG,Classics,0.99,5,1554,341,1,Mike Hillyer,ED CHASE,FROST HEAD,1749,2005-06-16 16:56:00.000,2005-06-21 21:02:00.000,1,7652,0.99,4.95,below average
283,284,SONIA GREGORY,Nigeria,G,Games,0.99,7,1783,387,2,Jon Stephens,BURT DUKAKIS,GUN BONNIE,423,2005-05-27 15:32:57.000,2005-06-02 19:03:57.000,2,7680,0.99,6.93,below average
284,285,MIRIAM MCKINNEY,Japan,PG,Sci-Fi,4.99,4,1690,369,2,Jon Stephens,NICK WAHLBERG,GOODFELLAS SALUTE,1161,2005-06-14 23:07:08.000,2005-06-21 17:12:08.000,2,7708,7.99,19.96,Above Average
285,286,VELMA LUCAS,Nigeria,PG-13,Sci-Fi,2.99,4,2610,572,2,Jon Stephens,VAL BOLGER,METROPOLIS COMA,81,2005-05-25 12:15:19.000,2005-06-02 14:08:19.000,2,7734,6.99,11.96,below average
286,287,BECKY MILES,India,R,Documentary,0.99,3,458,101,2,Jon Stephens,FRED COSTNER,BROTHERHOOD BLANKET,498,2005-05-28 01:01:21.000,2005-05-30 21:20:21.000,2,7761,0.99,2.9699999999999998,below average
287,288,BOBBIE CRAIG,Mexico,PG-13,Classics,0.99,6,4360,951,2,Jon Stephens,CARMEN HUNT,VOYAGE LEGALLY,93,2005-05-25 15:54:16.000,2005-06-03 20:18:16.000,2,7790,3.99,5.9399999999999995,below average
288,289,VIOLET RODRIQUEZ,Hong Kong,NC-17,New,4.99,6,1133,251,2,Jon Stephens,CHRISTIAN GABLE,DRAGONFLY STRANGERS,1880,2005-06-17 03:08:59.000,2005-06-19 07:16:59.000,2,7814,4.99,29.94,Above Average
289,290,KRISTINA CHAMBERS,Venezuela,PG,Comedy,2.99,7,1885,410,1,Mike Hillyer,BURT DUKAKIS,HEAVEN FREEDOM,160,2005-05-26 01:46:20.000,2005-06-01 05:45:20.000,1,7844,2.99,20.93,Above Average
290,291,TONI HOLT,United States,PG,Classics,4.99,7,2787,611,1,Mike Hillyer,BEN HARRIS,MUSKETEERS WAIT,54,2005-05-25 07:23:25.000,2005-06-01 05:05:25.000,1,7872,4.99,34.93,Above Average
291,292,MISTY LAMBERT,United Arab Emirates,PG-13,Foreign,0.99,3,3364,738,1,Mike Hillyer,JUDY DEAN,ROCKETEER MOTHER,324,2005-05-27 01:00:04.000,2005-05-30 04:27:04.000,1,7895,0.99,2.9699999999999998,below average
292,293,MAE FLETCHER,Spain,PG,Games,0.99,3,1757,382,2,Jon Stephens,CAMERON ZELLWEGER,GRIT CLOCKWORK,445,2005-05-27 18:42:57.000,2005-05-30 22:35:57.000,2,7922,0.99,2.9699999999999998,below average
293,294,SHELLY WATTS,United States,PG-13,Action,0.99,7,595,130,1,Mike Hillyer,DUSTIN TAUTOU,CELEBRITY HORN,595,2005-05-28 13:59:54.000,2005-06-05 15:16:54.000,1,7953,1.99,6.93,below average
294,295,DAISY BATES,Russian Federation,PG,Family,0.99,6,1235,273,2,Jon Stephens,JULIA MCQUEEN,EFFECT GLADIATOR,371,2005-05-27 08:08:18.000,2005-06-05 03:05:18.000,2,7979,3.99,5.9399999999999995,below average
295,296,RAMONA HALE,India,NC-17,Drama,4.99,5,1229,272,2,Jon Stephens,JAYNE NEESON,EDGE KISSING,162,2005-05-26 02:02:05.000,2005-05-27 03:38:05.000,2,8017,4.99,24.950000000000003,Above Average
296,297,SHERRI RHODES,India,NC-17,Drama,0.99,6,847,186,2,Jon Stephens,RIP CRAWFORD,CRAFT OUTFIELD,143,2005-05-25 23:45:52.000,2005-05-27 21:41:52.000,2,8047,0.99,5.9399999999999995,below average
297,298,ERIKA PENA,Finland,R,Family,0.99,4,955,213,1,Mike Hillyer,KARL BERRY,DATE SPEED,383,2005-05-27 10:12:20.000,2005-06-03 10:37:20.000,1,8080,3.99,3.96,below average
298,299,JAMES GANNON,Japan,NC-17,Horror,4.99,6,1529,334,1,Mike Hillyer,JULIA MCQUEEN,FREDDY STORM,332,2005-05-27 02:27:10.000,2005-06-03 01:26:10.000,1,8106,5.99,29.94,Above Average
299,300,JOHN FARNSWORTH,India,PG,Music,0.99,7,2368,516,2,Jon Stephens,TOM MCKELLEN,LEGEND JEDI,457,2005-05-27 19:52:29.000,2005-06-02 17:17:29.000,2,8136,0.99,6.93,below average
300,301,ROBERT BAUGHMAN,Russian Federation,G,Action,4.99,5,1225,271,2,Jon Stephens,FRED COSTNER,EASY GLADIATOR,27,2005-05-25 03:41:50.000,2005-05-30 01:13:50.000,2,8167,4.99,24.950000000000003,Above Average
301,302,MICHAEL SILVERMAN,China,PG,Family,2.99,5,2540,557,2,Jon Stephens,RAY JOHANSSON,MANCHURIAN CURTAIN,38,2005-05-25 04:47:44.000,2005-06-01 00:58:44.000,2,8188,4.99,14.950000000000001,below average
302,303,WILLIAM SATTERFIELD,Yemen,NC-17,New,0.99,6,2276,492,1,Mike Hillyer,LUCILLE TRACY,JUNGLE CLOSER,265,2005-05-26 16:07:38.000,2005-06-01 14:20:38.000,1,8217,0.99,5.9399999999999995,below average
303,304,DAVID ROYAL,Peru,R,Action,4.99,3,103,21,1,Mike Hillyer,KEVIN BLOOM,AMERICAN CIRCUS,135,2005-05-25 21:58:58.000,2005-06-03 17:50:58.000,1,8243,10.99,14.97,below average
304,305,RICHARD MCCRARY,United States,R,Foreign,2.99,4,3207,705,2,Jon Stephens,TOM MCKELLEN,PURPLE MOVIE,69,2005-05-25 10:10:14.000,2005-05-27 14:02:14.000,2,8269,2.99,11.96,below average
305,306,CHARLES KOWALSKI,Malaysia,R,Sci-Fi,2.99,7,1815,394,2,Jon Stephens,JOHNNY CAGE,HAMLET WISDOM,375,2005-05-27 08:49:21.000,2005-06-04 14:11:21.000,2,8294,3.99,20.93,Above Average
306,307,JOSEPH JOY,Brazil,G,Foreign,2.99,5,3516,770,2,Jon Stephens,GRACE MOSTEL,SCISSORHANDS SLUMS,413,2005-05-27 14:45:37.000,2005-06-03 11:11:37.000,2,8326,4.99,14.950000000000001,below average
307,308,THOMAS GRIGSBY,United States,G,New,0.99,3,4231,920,2,Jon Stephens,KIRSTEN PALTROW,UNBREAKABLE KARATE,589,2005-05-28 12:27:50.000,2005-06-03 07:15:50.000,2,8356,3.99,2.9699999999999998,below average
308,309,CHRISTOPHER GRECO,Italy,PG-13,Travel,0.99,3,2291,496,2,Jon Stephens,ANGELA HUDSON,KICK SAVANNAH,218,2005-05-26 09:27:09.000,2005-06-04 11:53:09.000,2,8381,6.99,2.9699999999999998,below average
309,310,DANIEL CABRAL,Brazil,G,Comedy,0.99,3,4281,932,2,Jon Stephens,TOM MIRANDA,VALLEY PACKER,104,2005-05-25 17:46:33.000,2005-05-27 15:20:33.000,2,8412,0.99,2.9699999999999998,below average
310,311,PAUL TROUT,Russian Federation,PG,Documentary,0.99,3,656,142,2,Jon Stephens,KIRSTEN PALTROW,CHICKEN HELLFIGHTERS,274,2005-05-26 16:48:51.000,2005-06-03 18:17:51.000,2,8432,5.99,2.9699999999999998,below average
311,312,MARK RINEHART,Saudi Arabia,NC-17,New,4.99,6,1131,251,2,Jon Stephens,CHRISTIAN GABLE,DRAGONFLY STRANGERS,229,2005-05-26 11:19:20.000,2005-05-31 11:56:20.000,2,8455,4.99,29.94,Above Average
312,313,DONALD MAHON,China,PG-13,Horror,4.99,7,3677,804,2,Jon Stephens,KIRSTEN PALTROW,SLEEPING SUSPECTS,669,2005-05-28 22:03:25.000,2005-06-03 03:39:25.000,2,8481,4.99,34.93,Above Average
313,314,GEORGE LINTON,Brazil,R,Travel,4.99,5,2478,543,1,Mike Hillyer,RAY JOHANSSON,MADIGAN DORADO,80,2005-05-25 12:12:07.000,2005-05-31 17:46:07.000,1,8504,5.99,24.950000000000003,Above Average
314,315,KENNETH GOODEN,Israel,PG,Comedy,4.99,4,3095,680,1,Mike Hillyer,KIRSTEN PALTROW,PINOCCHIO SIMON,537,2005-05-28 06:20:55.000,2005-06-05 11:48:55.000,1,8537,8.99,19.96,Above Average
315,316,STEVEN CURLEY,India,R,Music,4.99,6,389,86,1,Mike Hillyer,KEVIN BLOOM,BOOGIE AMELIE,16,2005-05-25 00:43:11.000,2005-05-26 04:42:11.000,1,8554,4.99,29.94,Above Average
316,317,EDWARD BAUGH,Faroe Islands,PG-13,Family,2.99,5,2833,621,1,Mike Hillyer,KIRK JOVOVICH,NETWORK PEAK,107,2005-05-25 18:28:09.000,2005-06-03 22:46:09.000,1,8583,6.99,14.950000000000001,below average
317,318,BRIAN WYMAN,Poland,NC-17,New,4.99,4,4285,933,1,Mike Hillyer,JOHNNY CAGE,VAMPIRE WHALE,224,2005-05-26 10:18:27.000,2005-06-04 06:59:27.000,1,8611,9.99,19.96,Above Average
318,319,RONALD WEINER,Mexico,PG,Documentary,4.99,4,3049,670,1,Mike Hillyer,BOB FAWCETT,PELICAN COMFORTS,15,2005-05-25 00:39:22.000,2005-06-03 03:30:22.000,1,8623,9.99,19.96,Above Average
319,320,ANTHONY SCHWAB,American Samoa,R,Travel,4.99,4,4530,989,2,Jon Stephens,VAL BOLGER,WORKING MICROCOSMOS,1258,2005-06-15 06:21:30.000,2005-06-18 05:43:30.000,2,8653,4.99,19.96,Above Average
320,321,KEVIN SCHULER,Nepal,R,Horror,4.99,5,3926,856,2,Jon Stephens,VIVIEN BERGEN,STREETCAR INTENTIONS,200,2005-05-26 07:12:21.000,2005-05-31 12:07:21.000,2,8673,4.99,24.950000000000003,Above Average
321,322,JASON MORRISSEY,Argentina,R,Action,0.99,7,3894,850,2,Jon Stephens,ZERO CAGE,STORY SIDE,166,2005-05-26 02:49:11.000,2005-05-31 01:28:11.000,2,8695,0.99,6.93,below average
322,323,MATTHEW MAHAN,Mexico,PG,Documentary,4.99,4,3050,670,1,Mike Hillyer,BOB FAWCETT,PELICAN COMFORTS,58,2005-05-25 08:53:14.000,2005-05-28 14:40:14.000,1,8723,4.99,19.96,Above Average
323,324,GARY COY,China,G,Foreign,0.99,6,53,11,2,Jon Stephens,JOHNNY CAGE,ALAMO VIDEOTAPE,563,2005-05-28 09:10:49.000,2005-06-06 11:32:49.000,2,8754,3.99,5.9399999999999995,below average
324,325,TIMOTHY BUNN,Brazil,R,Sci-Fi,4.99,4,815,177,1,Mike Hillyer,KARL BERRY,CONNECTICUT TRAMP,131,2005-05-25 21:42:46.000,2005-05-30 23:25:46.000,1,8779,5.99,19.96,Above Average
325,326,JOSE ANDREW,Saint Vincent and the Grenadines,G,Horror,4.99,5,1428,313,1,Mike Hillyer,HELEN VOIGHT,FIDELITY DEVIL,875,2005-05-30 05:38:24.000,2005-06-06 00:34:24.000,1,8801,6.99,24.950000000000003,Above Average
326,327,LARRY THRASHER,Turkey,G,New,2.99,3,126,25,1,Mike Hillyer,PENELOPE GUINESS,ANGELS LIFE,653,2005-05-28 20:12:20.000,2005-06-04 14:44:20.000,1,8826,6.99,8.97,below average
327,328,JEFFREY SPEAR,Indonesia,G,Games,2.99,6,1186,264,2,Jon Stephens,MARY KEITEL,DWARFS ALTER,862,2005-05-30 03:09:11.000,2005-06-03 21:27:11.000,2,8852,2.99,17.94,Above Average
328,329,FRANK WAGGONER,Bangladesh,G,Animation,2.99,6,706,154,1,Mike Hillyer,UMA WOOD,CLASH FREDDY,1183,2005-06-15 00:49:19.000,2005-06-20 04:33:19.000,1,8875,2.99,17.94,Above Average
329,330,SCOTT SHELLEY,United States,PG,Documentary,2.99,7,2628,576,1,Mike Hillyer,JULIA BARRYMORE,MIGHTY LUCK,704,2005-05-29 02:44:43.000,2005-06-06 01:51:43.000,1,8907,3.99,20.93,Above Average
330,331,ERIC ROBERT,Argentina,PG-13,Family,0.99,7,1586,348,2,Jon Stephens,ZERO CAGE,GANDHI KWAI,87,2005-05-25 13:52:43.000,2005-05-29 11:12:43.000,2,8932,0.99,6.93,below average
331,332,STEPHEN QUALLS,Bangladesh,PG-13,Children,0.99,3,1567,344,2,Jon Stephens,KARL BERRY,FURY MURDER,600,2005-05-28 14:08:19.000,2005-06-03 11:57:19.000,2,8959,3.99,2.9699999999999998,below average
332,333,ANDREW PURDY,Azerbaijan,R,Horror,0.99,6,2452,535,1,Mike Hillyer,JOHNNY LOLLOBRIGIDA,LOVE SUICIDES,4,2005-05-24 23:04:41.000,2005-06-03 01:43:41.000,1,8987,4.99,5.9399999999999995,below average
333,334,RAYMOND MCWHORTER,Azerbaijan,NC-17,Family,4.99,3,2294,499,1,Mike Hillyer,PENELOPE GUINESS,KING EVOLUTION,13,2005-05-25 00:22:55.000,2005-05-30 04:28:55.000,1,9014,6.99,14.97,below average
334,335,GREGORY MAULDIN,Tunisia,NC-17,Music,4.99,6,3506,767,1,Mike Hillyer,REESE KILMER,SCALAWAG DUCK,3329,2005-06-21 09:20:31.000,2005-06-22 10:00:31.000,1,9044,4.99,29.94,Above Average
335,336,JOSHUA MARK,India,PG-13,New,2.99,4,435,96,1,Mike Hillyer,GRACE MOSTEL,BREAKING HOME,1478,2005-06-15 21:12:13.000,2005-06-18 21:43:13.000,1,9067,2.99,11.96,below average
336,337,JERRY JORDON,Japan,PG,Documentary,0.99,3,4420,966,1,Mike Hillyer,ED CHASE,WEDDING APOLLO,374,2005-05-27 08:26:30.000,2005-06-05 07:13:30.000,1,9097,6.99,2.9699999999999998,below average
337,338,DENNIS GILMAN,South Africa,NC-17,Drama,0.99,5,1273,282,1,Mike Hillyer,ALEC WAYNE,ENCOUNTERS CURTAIN,675,2005-05-28 22:22:44.000,2005-06-01 02:57:44.000,1,9126,0.99,4.95,below average
338,339,WALTER PERRYMAN,China,G,Sports,2.99,5,1471,322,1,Mike Hillyer,NICK STALLONE,FLATLINERS KILLER,876,2005-05-30 05:41:22.000,2005-06-07 09:06:22.000,1,9154,5.99,14.950000000000001,below average
339,340,PATRICK NEWSOM,Vietnam,PG,Travel,4.99,7,470,103,2,Jon Stephens,RIP CRAWFORD,BUCKET BROTHERHOOD,1205,2005-06-15 02:25:56.000,2005-06-22 23:19:56.000,2,9184,4.99,34.93,Above Average
340,341,PETER MENARD,Netherlands,NC-17,Sports,0.99,3,2760,606,1,Mike Hillyer,HELEN VOIGHT,MUMMY CREATURES,1318,2005-06-15 10:34:26.000,2005-06-20 16:20:26.000,1,9215,2.99,2.9699999999999998,below average
